dc,hf_month,hf_week,delivery_date,source,destination,sku,sku_category,randomized_delivery_quantity
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-61777,C_06,17
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-22002,C_05,84
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-17050,C_05,92
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-45604,C_04,22
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-96768,C_03,419
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-44954,C_04,22
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-53587,C_05,126
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-38592,C_05,108
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-26660,C_05,6
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-80641,C_08,14
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-96704,C_06,402
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-89150,C_08,496
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-67554,C_05,630
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-13438,C_06,424
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-70225,C_05,94
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-86740,C_05,1819
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-66149,C_06,229
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-91373,C_06,5
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-92951,C_03,392
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-11919,C_08,11
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-91319,C_05,133
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-73026,C_06,48
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-65658,C_05,178
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-45949,C_06,64
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-24999,C_04,31
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-11141,C_08,204
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-91319,C_05,78
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-28247,C_08,85
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-84854,C_05,348
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-25977,C_05,737
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-11598,C_06,42
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-48035,C_08,2
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-35198,C_05,498
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-56739,C_08,23
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-73026,C_06,37
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-75923,C_08,77
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-61472,C_05,8
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-38044,C_05,28
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-60741,C_04,17
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-86740,C_05,349
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-84854,C_05,592
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-15604,C_06,116
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-29856,C_08,232
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-94275,C_06,347
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-59031,C_05,67
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-17097,C_06,804
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-27494,C_06,68
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-11141,C_08,26
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-93397,C_08,5
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-63266,C_08,24
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-18392,C_04,12
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-31532,C_06,27
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-51906,C_05,10
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-20090,C_08,31
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-25308,C_08,17
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-72971,C_08,254
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-58925,C_03,30
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-79884,C_04,69
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-34929,C_06,32
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-38044,C_05,89
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-16078,C_08,236
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-37900,C_05,35
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-70178,C_05,84
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-36820,C_04,18
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-17097,C_06,474
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-31574,C_05,60
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-33584,C_05,208
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-87871,C_05,28
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-18919,C_06,550
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-62303,C_05,50
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-14024,C_06,51
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-26830,C_04,118
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-23783,C_01,6
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-56415,C_08,76
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-48551,C_05,38
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-58361,C_08,116
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-35165,C_05,36
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-63696,C_08,106
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-60848,C_08,62
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-92757,C_08,91
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-48035,C_08,293
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-32641,C_06,219
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-45838,C_05,372
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-64308,C_05,140
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-98282,C_08,17
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-70439,C_05,50
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-25727,C_04,54
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-48035,C_08,22
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-98349,C_08,4
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-21111,C_06,32
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-72272,C_05,243
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-84748,C_05,145
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-36648,C_08,72
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-20237,C_05,109
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-58361,C_08,60
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-67554,C_05,377
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-28027,C_01,4
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-90301,C_05,24
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-95673,C_08,43
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-25977,C_05,684
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-91319,C_05,132
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-24594,C_05,80
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-65940,C_05,4
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-20858,C_06,14
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-81744,C_08,36
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-70568,C_08,24
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-59386,C_06,357
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-26372,C_05,47
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-54292,C_05,1508
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-62303,C_05,2
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-93718,C_05,76
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-59386,C_06,56
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-43520,C_05,10
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-92951,C_03,301
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-35165,C_05,44
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-24964,C_05,20
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-38695,C_01,72
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-54779,C_05,56
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-58361,C_08,276
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-52857,C_04,22
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-93779,C_08,8
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-24594,C_05,196
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-35165,C_05,40
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-67554,C_05,1312
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-72365,C_05,338
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-90173,C_05,820
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-68143,C_04,299
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-63696,C_08,50
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-63266,C_08,25
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-37490,C_08,29
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-29778,C_06,34
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-29693,C_05,37
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-51906,C_05,11
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-86300,C_06,524
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-35194,C_05,16
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-64732,C_05,50
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-67490,C_05,4
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-25936,C_06,53
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-30275,C_06,87
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-43974,C_08,6
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-14226,C_04,45
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-88857,C_08,18
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-96704,C_06,53
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-51906,C_05,17
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-68414,C_08,4
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-86300,C_06,78
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-60134,C_05,112
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-26660,C_05,34
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-33584,C_05,84
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-38323,C_05,80
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-48204,C_06,112
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-44895,C_04,25
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-95119,C_04,16
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-94915,C_08,70
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-50429,C_08,52
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-26039,C_08,42
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-16422,C_08,68
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-48204,C_06,143
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-27457,C_08,195
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-51811,C_06,677
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-27457,C_08,25
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-74881,C_06,140
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-86160,C_08,8
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-10942,C_06,10
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-94915,C_08,117
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-79190,C_05,262
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-38044,C_05,114
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-91245,C_08,8
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-26372,C_05,31
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-39965,C_08,389
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-28027,C_01,8
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-68337,C_05,8
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-39708,C_06,302
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-45450,C_06,454
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-25010,C_05,2327
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-33584,C_05,67
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-39965,C_08,186
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-91615,C_05,182
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-62985,C_08,2
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-42978,C_05,111
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-13373,C_05,36
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-50608,C_08,210
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-11331,C_05,68
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-99522,C_08,1
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-42490,C_05,410
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-84748,C_05,73
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-90016,C_06,1064
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-26830,C_04,92
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-45838,C_05,110
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-71934,C_05,899
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-24964,C_05,108
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-20407,C_05,49
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-83548,C_08,24
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-18699,C_08,24
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-62059,C_04,56
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-61365,C_04,30
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-79352,C_05,2
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-86160,C_08,11
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-29227,C_08,179
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-20902,C_03,109
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-16422,C_08,34
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-10942,C_06,48
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-58361,C_08,457
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-23783,C_01,6
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-17050,C_05,143
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-61365,C_04,38
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-13517,C_05,55
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-60402,C_08,56
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-20090,C_08,10
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-70568,C_08,55
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-68337,C_05,38
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-73136,C_05,245
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-94915,C_08,127
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-47825,C_05,310
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-66351,C_08,85
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-92203,C_05,149
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-33050,C_06,71
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-35680,C_05,260
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-57213,C_06,328
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-53587,C_05,358
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-73514,C_08,64
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-52168,C_06,68
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-57738,C_04,84
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-46130,C_08,248
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-25010,C_05,773
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-18080,C_05,437
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-21165,C_06,432
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-66149,C_06,31
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-44545,C_08,62
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-12115,C_06,126
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-32443,C_05,10
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-81014,C_06,338
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-67554,C_05,144
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-86300,C_06,196
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-13951,C_04,4
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-61472,C_05,56
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-60402,C_08,7
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-68143,C_04,10
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-21165,C_06,48
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-25727,C_04,498
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-44545,C_08,82
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-57039,C_01,17
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-91936,C_01,94
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-63543,C_08,166
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-11598,C_06,20
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-27494,C_06,22
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-21541,C_01,10
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-43974,C_08,9
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-48035,C_08,188
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-96768,C_03,187
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-57213,C_06,418
